Début du Wavefront
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	253	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	253	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	2	255	0	0	255	0	0	
0	0	0	0	2	1	255	0	0	0	255	0	
0	0	255	0	3	2	255	0	0	0	0	0	
0	0	255	0	4	3	255	0	0	0	0	0	
0	0	255	0	5	4	255	255	255	0	0	255	
0	253	255	0	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	0	13	14	15	
0	0	0	0	255	0	0	0	0	14	15	16	


0	0	0	0	0	3	255	0	0	255	0	0	
0	0	0	0	3	2	255	0	0	255	0	0	
0	0	0	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	0	0	0	
0	0	255	6	5	4	255	255	255	10	11	255	
0	253	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	14	13	14	15	
0	0	0	0	255	0	0	0	15	14	15	16	


0	0	0	0	4	3	255	0	0	255	0	0	
0	0	0	4	3	2	255	0	0	255	0	0	
0	0	4	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	253	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	5	4	3	2	1	255	0	0	0	255	0	
0	6	255	4	3	2	255	0	0	12	13	14	
0	7	255	5	4	3	255	0	12	11	12	13	
0	8	255	6	5	4	255	255	255	10	11	255	
0	253	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	5	4	3	2	1	255	0	0	0	255	0	
0	6	255	4	3	2	255	0	0	12	13	14	
0	7	255	5	4	3	255	0	12	11	12	13	
0	8	255	6	5	4	255	255	255	10	11	255	
0	253	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


Unpropagation Complete:
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	253	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	253	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	2	255	0	0	255	0	0	
0	0	0	0	2	1	255	0	0	0	255	0	
0	0	255	0	3	2	255	0	0	0	0	0	
0	0	255	0	4	3	255	0	0	0	0	0	
0	253	255	0	5	4	255	255	255	0	0	255	
0	0	255	0	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	0	13	14	15	
0	0	0	0	255	0	0	0	0	14	15	16	


0	0	0	0	0	3	255	0	0	255	0	0	
0	0	0	0	3	2	255	0	0	255	0	0	
0	0	0	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	0	0	0	
0	253	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	14	13	14	15	
0	0	0	0	255	0	0	0	15	14	15	16	


0	0	0	0	4	3	255	0	0	255	0	0	
0	0	0	4	3	2	255	0	0	255	0	0	
0	0	4	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	11	12	13	
0	253	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	5	4	3	2	1	255	0	0	0	255	0	
0	6	255	4	3	2	255	0	0	12	13	14	
0	7	255	5	4	3	255	0	12	11	12	13	
0	253	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	5	4	3	2	1	255	0	0	0	255	0	
0	6	255	4	3	2	255	0	0	12	13	14	
0	7	255	5	4	3	255	0	12	11	12	13	
0	253	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


Unpropagation Complete:
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	253	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	253	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	2	255	0	0	255	0	0	
0	0	0	0	2	1	255	0	0	0	255	0	
0	0	255	0	3	2	255	0	0	0	0	0	
0	253	255	0	4	3	255	0	0	0	0	0	
0	0	255	0	5	4	255	255	255	0	0	255	
0	0	255	0	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	0	13	14	15	
0	0	0	0	255	0	0	0	0	14	15	16	


0	0	0	0	0	3	255	0	0	255	0	0	
0	0	0	0	3	2	255	0	0	255	0	0	
0	0	0	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	253	255	5	4	3	255	0	0	0	0	0	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	14	13	14	15	
0	0	0	0	255	0	0	0	15	14	15	16	


0	0	0	0	4	3	255	0	0	255	0	0	
0	0	0	4	3	2	255	0	0	255	0	0	
0	0	4	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	253	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	5	4	3	2	1	255	0	0	0	255	0	
0	6	255	4	3	2	255	0	0	12	13	14	
0	253	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	5	4	3	2	1	255	0	0	0	255	0	
0	6	255	4	3	2	255	0	0	12	13	14	
0	253	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


Unpropagation Complete:
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	1	255	0	0	0	255	0	
0	253	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	1	255	0	0	0	255	0	
0	253	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	2	255	0	0	255	0	0	
0	0	0	0	2	1	255	0	0	0	255	0	
0	253	255	0	3	2	255	0	0	0	0	0	
0	0	255	0	4	3	255	0	0	0	0	0	
0	0	255	0	5	4	255	255	255	0	0	255	
0	0	255	0	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	0	13	14	15	
0	0	0	0	255	0	0	0	0	14	15	16	


0	0	0	0	0	3	255	0	0	255	0	0	
0	0	0	0	3	2	255	0	0	255	0	0	
0	0	0	3	2	1	255	0	0	0	255	0	
0	253	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	0	0	0	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	14	13	14	15	
0	0	0	0	255	0	0	0	15	14	15	16	


0	0	0	0	4	3	255	0	0	255	0	0	
0	0	0	4	3	2	255	0	0	255	0	0	
0	0	4	3	2	1	255	0	0	0	255	0	
0	253	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	5	4	3	2	1	255	0	0	0	255	0	
0	253	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	5	4	3	2	1	255	0	0	0	255	0	
0	253	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


Unpropagation Complete:
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	253	0	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	253	0	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	2	255	0	0	255	0	0	
0	253	0	0	2	1	255	0	0	0	255	0	
0	0	255	0	3	2	255	0	0	0	0	0	
0	0	255	0	4	3	255	0	0	0	0	0	
0	0	255	0	5	4	255	255	255	0	0	255	
0	0	255	0	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	0	13	14	15	
0	0	0	0	255	0	0	0	0	14	15	16	


0	0	0	0	0	3	255	0	0	255	0	0	
0	0	0	0	3	2	255	0	0	255	0	0	
0	253	0	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	0	0	0	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	14	13	14	15	
0	0	0	0	255	0	0	0	15	14	15	16	


0	0	0	0	4	3	255	0	0	255	0	0	
0	0	0	4	3	2	255	0	0	255	0	0	
0	253	4	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	253	4	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


0	0	0	5	4	3	255	0	0	255	0	0	
0	0	5	4	3	2	255	0	0	255	0	0	
0	253	4	3	2	1	255	0	0	0	255	0	
0	0	255	4	3	2	255	0	0	0	0	0	
0	0	255	5	4	3	255	0	0	11	12	13	
0	0	255	6	5	4	255	255	255	10	11	255	
0	0	255	7	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	15	14	13	14	15	
0	0	0	0	255	0	0	16	15	14	15	16	


Unpropagation Complete:
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	253	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	0	255	0	0	255	0	0	
0	0	253	0	0	1	255	0	0	0	255	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	0	0	0	0	0	
0	0	255	0	0	0	255	255	255	0	0	255	
0	0	255	0	255	0	0	0	0	0	0	0	
0	0	255	255	255	0	0	255	255	255	255	0	
255	255	255	0	255	0	0	0	0	0	0	0	
0	0	255	0	255	255	255	255	255	0	0	255	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	255	0	0	0	0	0	0	0	


0	0	0	0	0	0	255	0	0	255	0	0	
0	0	0	0	0	2	255	0	0	255	0	0	
0	0	253	0	2	1	255	0	0	0	255	0	
0	0	255	0	3	2	255	0	0	0	0	0	
0	0	255	0	4	3	255	0	0	0	0	0	
0	0	255	0	5	4	255	255	255	0	0	255	
0	0	255	0	255	5	6	7	8	9	10	11	
0	0	255	255	255	6	7	255	255	255	255	12	
255	255	255	0	255	7	8	9	10	11	12	13	
0	0	255	0	255	255	255	255	255	12	13	255	
0	0	0	0	0	0	0	0	0	13	14	15	
0	0	0	0	255	0	0	0	0	14	15	16	


